"crash_record_id","rd_no","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"0c0345de0320a55dfc3b4636bbb29cdedf4b56a9395136b56c51e0d0951711c0777f871c58a904bb705a09740f68f17f18d8a692ded79a2eb838604cab9ef3af","JE492517",,"2021-12-30T01:22:00.000","30","NO CONTROLS","NO CONTROLS","SNOW","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-30T01:27:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","434","W","111TH ST","2233",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","0","0","1","5","12","41.692564862","-87.634157127","POINT (-87.634157126514 41.692564861737)"
"fd4bdc1b1e9b3c21ac924c12c6b71f59efab75be2632caf58a23368652775b80e0296c5f75f42d91488300d82479e4a8d82ce15a1b9a5dcf1a42919b6707a4b8","JE492503",,"2021-12-30T00:54:00.000","30","NO CONTROLS","NO CONTROLS","SNOW","DARKNESS, LIGHTED ROAD","FIXED OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-30T00:54:00.000","WEATHER","UNABLE TO DETERMINE","4535","W","FULLERTON AVE","2522",,,,,,,"1","NONINCAPACITATING INJURY","1","0","0","1","0","0","0","0","5","12","41.924209262","-87.740378355","POINT (-87.740378355409 41.924209262493)"
"955e90835cba70b269abb5739aef56061a19d495470ca3d5e07f2355b8503a4a4401b2f7d8d6caaa2120a3f5872764c03347008939264fe547db333c9b0dddb2","JE492507",,"2021-12-30T00:30:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$501 - $1,500","2021-12-30T00:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3031","N","KNOX AVE","2521",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","5","12","41.936124448","-87.74298773","POINT (-87.742987730484 41.936124447517)"
"bb96dda43dfaaaa56fc127d75fafa27613b5a3fc9b46098cb147d76ffbf03753450dccd6e08b3b16f227b1dd2f2ccc6c4841be1bde4dfa4b467d96f1e8b06423","JE492499","Y","2021-12-30T00:05:00.000","30","NO CONTROLS","NO CONTROLS","OTHER","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","DRIVEWAY",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2021-12-30T00:10:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","658","E","79TH ST","624",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","5","12","41.75135221","-87.607721621","POINT (-87.607721620708 41.751352209789)"
"ebf7c4cee5f57150e38abcc82641bc04e3b6b8256a7fb3a1a74add87a9242bacd197b6c1cef4c78928c7725a497cbd84244fb0bdf92c17d10248277202974df4","JE492490",,"2021-12-30T00:01:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","SLEET/HAIL","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","WET","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2021-12-30T00:02:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","7400","S","DR MARTIN LUTHER KING JR DR","323",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","0","5","12","41.760140375","-87.615308772","POINT (-87.61530877184 41.760140374778)"
"4c692a8022cd4d51434fe419c6df5ba37967af100726106ffec42196785fe5be58206569eb7bf30afcafa9e84636a4d395a3744441f8b3c30e9a8d999cc81784","JF104580",,"2021-12-30T00:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2022-01-06T00:45:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2843","W","47TH ST","922",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","0","5","12","41.808141114","-87.695898026","POINT (-87.695898026382 41.808141114104)"
"f8bcbc041d241128345f8ab789b51ac25ab5a11a3016375b7b94c75d2f3e94938ba68e6e66ce2f64f675f0be7a5c9cc58efe19440f200630228c94cee0e8165a","JE493922","Y","2021-12-30T00:00:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-31T12:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6400","N","OAK PARK AVE","1611",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","5","12","41.997329836","-87.795729631","POINT (-87.795729631242 41.997329835829)"
"f7fb2b255fc8cbea0181b69e303a4c38ce9d1c74253060ec38d7a6c4c97b708aaf4ba2c9e9a2632736c042044e3a2799f0a9134d37a70ac0085bfa0bf45ac6ab","JE492605","Y","2021-12-30T00:00:00.000","30","TRAFFIC SIGNAL","UNKNOWN","UNKNOWN","DARKNESS","HEAD ON","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2021-12-30T06:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","5500","S","WENTWORTH AVE","225",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","5","12",,,
"b3e92fca2e26028c7bce44f584f975eb22fd46fad7622785f12642b07fa54c1bd488fc27f61e3b303895b67a29773348b8e8f117d130db502f4883d228f54955","JE492470",,"2021-12-29T23:45:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","SNOW","DARKNESS, LIGHTED ROAD","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2021-12-29T23:45:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","800","W","103RD ST","2232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","4","12","41.70702632","-87.642896007","POINT (-87.642896007418 41.707026319812)"
"ab46f7413d8e031ecf95e96ec8f1319441caa44e582467f434e49a087e69f84e5e3d41c0bba07a1ffae1f3ba97381cd3a3095acbd2d1fabf9997c8f14d46b4a9","JE492482","N","2021-12-29T23:31:00.000","45","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","SNOW","DARKNESS, LIGHTED ROAD","TURNING","T-INTERSECTION",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2021-12-29T23:45:00.000","UNABLE TO DETERMINE","WEATHER","800","N","LAKE SHORE DR","1833",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","7","0","23","4","12","41.896828045","-87.617207703","POINT (-87.617207703311 41.896828045009)"
"34780a7c4e90b52541a0fd208c20a30aa7c3057ea25680d17bdf7fea9023bbb7c6741454c1aa3ecfb99cf7c868c9a703f825b85eb128a922bd263531bcbc8a37","JE492475",,"2021-12-29T23:20:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","CENTER TURN LANE",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-29T23:36:00.000","IMPROPER LANE USAGE","FAILING TO YIELD RIGHT-OF-WAY","2755","N","WESTERN AVE","1432",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","4","12","41.932026817","-87.687739695","POINT (-87.687739694619 41.932026817073)"
"73f561df0a09e00b3a8f7b0a3133dac324377b523bcb3b0feda70a687ccf2b6d9fb739ac6dbf911996fae331c31d8f3fd28d0a77c415227c9c943aaea4a86384","JE492594",,"2021-12-29T23:16:00.000","30","NO CONTROLS","NO CONTROLS","SNOW","DARKNESS, LIGHTED ROAD","PEDESTRIAN","ONE-WAY",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,,"$500 OR LESS","2021-12-30T04:53:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3500","W","CONGRESS PKWY","1133","Y",,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","23","4","12","41.874621429","-87.713069996","POINT (-87.713069995906 41.874621429016)"
"32bdf54f06c8f9320670634c81c527c3d73743e2ae7f1c2676f86478a9e9116c1f12d8255eeab8b1dc569b9a983801504b29f681575bd8bad72b12a4e0944722","JE492469",,"2021-12-29T23:13:00.000","25","NO CONTROLS","NO CONTROLS","SNOW","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"$501 - $1,500","2021-12-29T23:13:00.000","EQUIPMENT - VEHICLE CONDITION","NOT APPLICABLE","1435","W","FOSTER AVE","2033",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","23","4","12","41.9761172","-87.666178586","POINT (-87.666178585602 41.976117199771)"
"521b57b0ae2c096d126f6003f3a93d6b0a85399661ccd43cc8a5cf4c728603f3ad098a8bf2f31f1e9bb2be4b6527cada97c38076f9523759bc78d6bf9dc5e170","JE492464",,"2021-12-29T23:08:00.000","25","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","FREEZING RAIN/DRIZZLE","DARKNESS, LIGHTED ROAD","FIXED OBJECT","RAMP",,"CURVE ON GRADE","SNOW OR SLUSH","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-29T23:08:00.000","WEATHER","WEATHER","1600","N","LAKE SHORE DR","1814",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","23","4","12","41.911224556","-87.626482572","POINT (-87.626482572426 41.911224555611)"
"54d162367f6fcdb1ded0f091b5be4517df16a8c164e2d3d398d8566bbd740e5cb5d6f68f075717d1428bd8e7e4a601fb82c146edcb7c36cfefeb20f3f7502009","JE492466",,"2021-12-29T23:07:00.000","30","UNKNOWN","UNKNOWN","SNOW","DARKNESS, LIGHTED ROAD","FIXED OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y","Y","Y","OVER $1,500","2021-12-29T23:07:00.000","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","541","E","PERSHING RD","214",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","23","4","12","41.823771592","-87.613353586","POINT (-87.613353586275 41.823771592094)"
"bd519733b9add578c2e5634d02f54cc51b676e32db3a80a127dabb98968617e82b900099eacb5f7ee0eca444f4292f832c8d6964008f629bf52107177820d003","JE492474",,"2021-12-29T23:06:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","SNOW","DARKNESS","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2021-12-29T23:06:00.000","DISREGARDING TRAFFIC SIGNALS","NOT APPLICABLE","7900","S","STATE ST","623",,,,,,,"2","NONINCAPACITATING INJURY","2","0","0","2","0","3","0","23","4","12","41.750918138","-87.624690123","POINT (-87.624690122516 41.750918138315)"
"6e9908674ce2d1efb6e4bcb6aa2d288da470c613a4fcd192d17a96447b90d26a96f4967b8d9e61dd4dca347e6e8c0c7f3f51de00aa389cf258485f6540cda4d5","JE492461",,"2021-12-29T23:00:00.000","35","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","SNOW","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2021-12-29T23:02:00.000","WEATHER","FAILING TO REDUCE SPEED TO AVOID CRASH","336","W","GRAND AVE","1831",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","23","4","12","41.89165679","-87.636961031","POINT (-87.636961030603 41.891656789759)"
"9bda8be586def43e1bd292688221cdbc31bbec2bc216cf25be02a62b6da871b7993eed2b4c6c27fd8c9ec96ffc26458d60a4103a1b6ca36d06cea3f26a7cb3cd","JE492447","Y","2021-12-29T22:55:00.000","20","NO CONTROLS","NO CONTROLS","SNOW","DARKNESS, LIGHTED ROAD","FIXED OBJECT","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,"Y","Y","OVER $1,500","2021-12-29T22:55:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1700","W","47TH ST","924",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","22","4","12","41.80869076","-87.667457885","POINT (-87.66745788526 41.808690759554)"
"6289f35714cff8f4a1adbd7de3b10db714611faa141361802b589389ed23f30db9544f64c3d0db87fc3be4de9386d9dab9260f3b0a4b3bb68d5827fb6d04a82d","JE492456",,"2021-12-29T22:30:00.000","15","NO CONTROLS","NO CONTROLS","SNOW","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2021-12-29T23:17:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","358","S","LOTUS AVE","1522",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","22","4","12","41.874809253","-87.761769103","POINT (-87.761769102854 41.874809252816)"
"32a6fef96bbd46af1149379aa51315e75c4a5f9caf6f5c6054794579dd0252a7c0207538b4bdfc5c493d53452020c3a80c1506da45056e4b0bb39474d21ac36f","JE493905",,"2021-12-29T22:00:00.000","30","STOP SIGN/FLASHER","UNKNOWN","SNOW","UNKNOWN","REAR END","UNKNOWN",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,"Y","$501 - $1,500","2021-12-31T12:20:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","7401","S","CAMPBELL AVE","835",,,,,,,"2","INCAPACITATING INJURY","1","0","1","0","0","1","0","22","4","12","41.759129452","-87.68539319","POINT (-87.68539319045 41.759129451553)"
"8e7c853886e774a462084ba35c5b72f19259312266baecae4c3660ed38c0d5fe1a238469e63a3d1ef92912854e7a04cdb8548bfe45d0e3e2c0eef5001f1554af","JE492448",,"2021-12-29T22:00:00.000","40","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","SNOW","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","SNOW OR SLUSH","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-29T22:04:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5632","S","LAKE SHORE DR SB","331",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","22","4","12","41.79258046","-87.580475308","POINT (-87.58047530772 41.792580460045)"
"820c8f8a568cae0a46d9eef89df59379c7df529077f851fab39142550c0dee72d7340238bce79265727eb3717ce2ac9cbdc89f93e260cefa2a27ff10278d64d5","JE492440",,"2021-12-29T21:45:00.000","30","NO CONTROLS","NO CONTROLS","FREEZING RAIN/DRIZZLE","DARKNESS","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","WET","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2021-12-29T22:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1211","N","LA SALLE DR","1821","Y","N",,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","4","12","41.904247503","-87.632786447","POINT (-87.632786447389 41.904247502758)"
"c9b4a0a7af8f18958c17ff11bd4c999470cc46c050896eda6747f61ff5903adc1f1eff8f0fc7028d57ba1fc6780cd1fbf0aa2b5cf44c4fc9b6095950c8bc4301","JE492436",,"2021-12-29T21:34:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2021-12-29T21:34:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5012","W","DRUMMOND PL","2521",,,,,,,"5","NONINCAPACITATING INJURY","1","0","0","1","0","0","0","21","4","12","41.928852153","-87.751981153","POINT (-87.751981153413 41.928852153007)"
"3eb1590798b2dd360719e861829fc9ec6f7404739aec5166d32977e693a70c1661461e68c38b413b52598de7355a03812201e867c6a57d4f1cb316ce754e81ea","JE492433",,"2021-12-29T21:27:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2021-12-29T21:27:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1130","W","108TH PL","2234",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","21","4","12",,,
"a631c007b6e4134b13c9f574438afd1b53b68c922d1d0e51302fd2975e1e22f1f1e71d5a854d5e1454ffd2bc1bbab2410d5f0ffc548ff005e346477a49ab7355","JE492484",,"2021-12-29T21:15:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE OPPOSITE DIRECTION","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2021-12-30T00:15:00.000","DRIVING ON WRONG SIDE/WRONG WAY","FAILING TO REDUCE SPEED TO AVOID CRASH","532","N","TROY ST","1221",,,,,,,"2","NONINCAPACITATING INJURY","2","0","0","2","0","2","0","21","4","12","41.891351401","-87.70534367","POINT (-87.705343670162 41.89135140132)"
"d0cc35495162a3f81ec4bd67a03ae5f31b3a02a8dda79ce5cc311d9e788090f5f81b65f7cdd86adcb3897dc62d550b56eb64f83866020084fd71105a7ac3e817","JE493227",,"2021-12-29T21:13:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","PEDESTRIAN","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2021-12-30T17:44:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","521","N","RUSH ST","1834",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","21","4","12","41.8916713","-87.625224728","POINT (-87.625224727853 41.891671299854)"
"e738ebf739ceb7da98fbe2723ecbc6e642e50031d3e88a55ceaad8d81d6302a4ab687757815f538266a749464d7392d6b00dc5e8752628ce77ba4536ce28223e","JE492403",,"2021-12-29T21:06:00.000","30","OTHER WARNING SIGN","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","OTHER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2021-12-29T21:06:00.000","DRIVING ON WRONG SIDE/WRONG WAY","NOT APPLICABLE","4742","W","MONROE ST","1113",,,,,,,"4","NO INDICATION OF INJURY","0","0","0","0","0","3","0","21","4","12","41.879367456","-87.744503514","POINT (-87.7445035142 41.879367455577)"
"1bcaab850b3a5019b93e6b95a3026b2b9e3999ff114c6d75b4ea3f218f5a49e8917b4779d7de2ebc06102f6c10fe4771e3ba53422f39e81357f1d25d3e226e89","JE492782",,"2021-12-29T21:00:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","FIXED OBJECT","PARKING LOT",,"STRAIGHT ON GRADE","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y",,"OVER $1,500","2021-12-30T11:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","58","W","KINZIE ST","1831",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","21","4","12","41.889334361","-87.630193195","POINT (-87.630193195338 41.889334361385)"
"a025b5d9b8b4e95abe211d70f8669ebec44766301089d658c364248e122c41d4d34e8b0e55e3647429a2d32a37b57e5eeb2747ee57dba1feffcdc9aa3c95a1d3","JF105971",,"2021-12-29T20:38:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2022-01-07T14:51:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","300","W","ONTARIO ST","1831",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","4","12","41.893276703","-87.635689442","POINT (-87.635689442435 41.893276703421)"
"b541b935a63c3f727d8f1fcb0614262150b604b1bb97e9ca7f10553674b183a8ae379a3affc1f0fa5b1129348428997933b07f599edac69a618548ee9feb3e7b","JE492405",,"2021-12-29T20:38:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","FIXED OBJECT","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH",,"Y",,"OVER $1,500","2021-12-29T20:38:00.000","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","DRIVING SKILLS/KNOWLEDGE/EXPERIENCE","5602","W","IRVING PARK RD","1624",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","2","0","20","4","12","41.953290986","-87.767144584","POINT (-87.76714458367 41.953290985885)"
"411920f216fd82ab714ddf3b7de7f59080f84232530f535310e8b0cb5bc88af8d6931e077441ee335340e28a1bdbcc751ff5ea610091b2f41e88f4ad81d01013","JE492894","Y","2021-12-29T20:30:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","PARKING LOT",,"STRAIGHT AND LEVEL","UNKNOWN","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y","Y","OVER $1,500","2021-12-30T12:45:00.000","FOLLOWING TOO CLOSELY","FAILING TO YIELD RIGHT-OF-WAY","923","S","INDEPENDENCE BLVD","1133",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","20","4","12","41.869311855","-87.719478449","POINT (-87.719478449016 41.869311855271)"
"8563a6ac401f36bfc80c02ebfa4154677805e9b448f54ec82e58ce3088356dfbc07f70a134cf9860c92499f6ede1901e61ebd6e7b1b9b2386512429d954aaa40","JE492374",,"2021-12-29T20:20:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","DIVIDED - W/MEDIAN BARRIER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y","Y",,"OVER $1,500","2021-12-29T20:21:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","9600","S","HALSTED ST","2223",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","20","4","12","41.71925798","-87.643301224","POINT (-87.643301224122 41.719257980072)"
"60304eeb59420c52a9f4ff1ad65043eb68cc16aa7c96100c698466fccf1c1247ae660b1465b15509630d9e474a304ecb50045313fe1fea3d271c5cfb25f7ce3a","JE492386",,"2021-12-29T20:15:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","OTHER",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2021-12-29T20:41:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","1969","W","OGDEN AVE","1231",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","20","4","12","41.873216999","-87.675675177","POINT (-87.67567517654 41.873216999115)"
"10618b7dbd4af1103079bbf1922c36ffe5224ce62845b56ce5478f6821fedf79928303d1a12367c6ca19bf108677b07c04fbf36773616cbe1b7a4e374529dd26","JF102504",,"2021-12-29T20:11:00.000","30","NO CONTROLS","NO CONTROLS","UNKNOWN","DARKNESS, LIGHTED ROAD","OTHER OBJECT","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$500 OR LESS","2022-01-03T18:25:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6200","S","CORNELL DR","331",,,,,,,"1","NO INDICATION OF INJURY","0","0","0","0","0","1","0","20","4","12","41.782297444","-87.584719371","POINT (-87.584719370852 41.782297444463)"
